Код,Номер распоряжения,Заказчик,ИНН Заказчика,Подрядчик,ИНН Подрядчика,Район,Адрес,Вид ограничения,Вид работ,Дата начала ограничения,Дата окончания ограничения,Дата снятия ограничения,Уточнение срока,Документы,Мониторинг,Основание,ПСП,МСК,Административное дело
338989,2872-зд от 18.12.2018,оао 'ржд',7708503727,оао 'ржд',7708503727,невский,ул.цимбалина от цимбалинского путепровода до ул. седова),закрытие одного напр,работы по отводу транспорта при работах на цимбалинском путепроводе,20181222,20190601,20220201,закрывается направление движения транспорта от цимбалинского путепровода к ул. седова,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=317879&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=338989&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e335488&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=8720&p3=242&p4=338989,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2248&p3=89&p4=338989,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e338989&msk=0&t=1
338994,2874-зд от 18.12.2018,оао 'ржд',7708503727,оао 'ржд',7708503727,фрунзенский,ул.белы куна от софийской ул. до цимбалинского путепровода),закрытие одного напр,работы по отводу транспорта при работах на цимбалинском путепроводе,20181222,20190601,20220201,закрывается направление движения транспорта от софийской ул. к цимбалинскому путепроводу,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=317879&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=338994&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e335488&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=8962&p3=246&p4=338994,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2337&p3=104&p4=338994,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e338994&msk=0&t=1
338995,2873-зд от 18.12.2018,оао 'ржд',7708503727,оао 'ржд',7708503727,фрунзенский,"г. санкт-петербург, перекресток софийской ул. и ул. белы куна",огранич.движения,работы по отводу транспорта при работах на цимбалинском путепроводе,20181222,20190601,20220201,с закрытием сквозного проезда по ул. белы куна в сторону цимбалинского путепровода,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=317879&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=338995&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e335488&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=9208&p3=234&p4=338995,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2441&p3=53&p4=338995,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e338995&msk=0&t=1
339000,2871-зд от 18.12.2018,оао 'ржд',7708503727,оао 'ржд',7708503727,невский,"г. санкт-петербург, цимбалинский путепровод от ул. белы куна до ул. цимбалина",закрытие одного напр,работы по размещению временного ограждения,20181222,20190601,20220201,закрывается направление движения транспорта от ул. белы куна к ул. цимбалина,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=317879&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=339000&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e335488&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=9442&p3=234&p4=339000,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2494&p3=55&p4=339000,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e339000&msk=0&t=1
339779,2924-зд от 26.12.2018,ооо 'еврострой-развитие',7813570948,ооо 'еврострой-развитие',7813570948,центральный,"г. санкт-петербург, съезд с литейного пр. на воскресенскую наб",полное закрытие дв,-,20190101,20200331,20200423,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=318048&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=339779&t=1,-,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=9676&p3=238&p4=339779,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2549&p3=70&p4=339779,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e339779&msk=0&t=1
339956,2951-зд от 28.12.2018,оао 'метрострой',7813046910,оао 'метрострой',7813046910,адмиралтейский,минский пер. от ул. декабристов до ул. союза печатников),закрытие одного напр,работы по размещению временного ограждения,20190101,20190527,20240624,(этапы 1.2 и 1.3 последовательно) в связи с продолжением работ закрывается направление движения транспорта от ул. декабристов к ул. союза печатников,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=318298&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=339956&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e296541&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=9914&p3=234&p4=339956,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2619&p3=51&p4=339956,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e339956&msk=0&t=1
339963,2952-зд от 28.12.2018,оао 'метрострой',7813046910,оао 'метрострой',7813046910,адмиралтейский,ул.декабристов от лермонтовского пр. до минского пер.),огранич.движения,работы по размещению временного ограждения,20190101,20190527,20240624,(этапы 1.2 и 1.3 последовательно)в связи с продолжением работ,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=318298&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=339963&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e296541&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=10148&p3=234&p4=339963,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2670&p3=53&p4=339963,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e339963&msk=0&t=1
339966,2948-зд от 28.12.2018,оао 'метрострой',7813046910,оао 'метрострой',7813046910,адмиралтейский,пер.матвеева у ул. декабристов),огранич.движения,работы по размещению временного ограждения,20190101,20190527,20240624,(этапы 1.2 и 1.3 последовательно)в связи с продолжением работ,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=318298&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=339966&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e296567&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=10382&p3=238&p4=339966,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2723&p3=68&p4=339966,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e339966&msk=0&t=1
339984,2953-зд от 28.12.2018,оао 'метрострой',7813046910,оао 'метрострой',7813046910,адмиралтейский,ул.декабристов от наб. крюкова канала до лермонтовского пр.),огранич.движения,работы по размещению временного ограждения,20190101,20190527,20240624,(этапы 1.2 и 1.3 последовательно) в связи с продолжением работ,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=318298&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=339984&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e296567&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=10620&p3=243&p4=339984,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2791&p3=84&p4=339984,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e339984&msk=0&t=1
340043,2950-зд от 28.12.2018,оао 'метрострой',7813046910,оао 'метрострой',7813046910,адмиралтейский,наб.крюкова кан. у ул. декабристов),огранич.движения,работы по размещению временного ограждения,20190101,20190523,20240624,(этап 1.2)в связи с продолжением работ,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=318298&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=340043&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e296642&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=10863&p3=234&p4=340043,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2875&p3=55&p4=340043,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e340043&msk=0&t=1
340060,2949-зд от 28.12.2018,оао 'метрострой',7813046910,оао 'метрострой',7813046910,адмиралтейский,наб.крюкова кан. у ул. декабристов),полное закрытие дв,работы по размещению временного ограждения,20190524,20190527,20231031,(этап 1.3)в связи с продолжением работ,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=318298&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=340060&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e296642&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=11097&p3=234&p4=340060,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2930&p3=55&p4=340060,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e340060&msk=0&t=1
340146,2968-зд от 28.12.2018,ооо 'жкс № 3 центрального района',7842384671,ооо 'жкс № 3 центрального района',7842384671,центральный,тележная ул. (от ул.профессора ивашенцова до кременчугской ул.),полное закрытие дв,-,20190102,20191015,20200115,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=320500&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=340146&t=1,-,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=11331&p3=234&p4=340146,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=2985&p3=55&p4=340146,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e340146&msk=0&t=1
316451,61-зд от 29.01.2019,ооо 'актив',7841022608,ооо 'актив',7841022608,центральный,миргородская ул. (от кременчугской ул. до ул.профессора ивашенцова),огранич.движения,-,20190201,20211015,20200227,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=322874&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=316451&t=1,-,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=11565&p3=234&p4=316451,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=3040&p3=55&p4=316451,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e316451&msk=0&t=1
316600,60-зд от 29.01.2019,ооо 'актив',7841022608,ооо 'актив',7841022608,центральный,кременчугская ул. (от миргородской ул. до тележной ул.),закрытие одного напр,-,20190201,20211015,20200227,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=322874&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=316600&t=1,-,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=11799&p3=234&p4=316600,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=3095&p3=51&p4=316600,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e316600&msk=0&t=1
329073,104-зд от 13.02.2019,ао 'теплосеть санкт-петербурга',7810577007,ао 'теплосеть санкт-петербурга',7810577007,центральный,"10-я советская ул. от мытнинской ул. до новгородской ул.,без перекрестков)",огранич.движения,работы по реконструкции тепловой сети,20190331,20201014,20220215,(этап 6.1)в связи с продолжением работ,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=324772&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=329073&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e333522&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=12033&p3=243&p4=329073,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=3146&p3=88&p4=329073,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e329073&msk=0&t=1
345473,191-зд от 11.03.2019,ооо 'эперон',7801308671,ооо 'эперон',7801308671,адмиралтейский,11-я красноармейская ул. (от измайловского пр. до лермонтовского пр.),огранич.движения,-,20190314,20201015,20190429,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=329294&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=345473&t=1,-,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=12276&p3=243&p4=345473,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=3234&p3=88&p4=345473,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e345473&msk=0&t=1
350746,438-зд от 24.04.2019,ооо 'эперон',7801308671,ооо 'эперон',7801308671,адмиралтейский,11-я красноармейская ул. от измайловского пр. до лермонтовского пр.),огранич.движения,работы по прокладке инженерных сетей,20190427,20201015,20220810,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=336858&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=350746&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e329186&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=12519&p3=234&p4=350746,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=3322&p3=53&p4=350746,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e350746&msk=0&t=1
